MID,DISCIPLINE,COMMONNAME,PHONE,WEBURL,LONGITUDE,LATITUDE,GSTREET,GCITY,GSTATE,GZIP5
8403000018,GMU,MUSEUM AT CENTRAL SCHOOL,4067568381,HTTP://WWW.YOURMUSEUM.ORG,-114.31018,48.19767,124 2ND AVE E,KALISPELL,MT,59901
8403000020,GMU,MUSEUM OF BEARTOOTHS,4063224588,HTTP://MUSEUMOFTHEBEARTOOTHS.COM,-109.44269,45.71555,440 E 5TH AVE N,COLUMBUS,MT,59019
8403000030,GMU,HOLT HERITAGE MUSEUM,4062736743,HTTP://WWW.HOLTHERITAGEMUSEUM.COM,-114.11144,46.7576,6800 HIGHWAY 12 W,LOLO,MT,59847
8403000032,GMU,LITTLE BEAR SCHOOL HOUSE MUSEUM,4065806228,HTTP://VISITMT.COM/LISTINGS/GENERAL/OUTFITTER-GUIDE/JOHN-PERRY-S-MONTANA-FLY-FISHING.HTML,-95.5183,34.01142,603 W JACKSON ST,HUGO,OK,74743
8403000033,GMU,LIVINGSTON DEPOT CENTER,4062222300,HTTP://LIVINGSTONDEPOT.ORG/,-110.56337,45.66147,200 W PARK ST,LIVINGSTON,MT,59047
8403000036,GMU,HUNTLEY PROJECT MUSEUM OF IRRIGATED AGRICULTURE,4063482533,HTTP://WWW.HUNTLEYPROJECTMUSEUM.ORG/,-108.24591,45.92415,770 RAILROAD HIGHWAY,HUNTLEY,MT,59037
8403000037,GMU,LEGACY DOLL MUSEUM,4062520041, ,-108.51487,45.78391,3206 6TH AVE N,BILLINGS,MT,59101
8403000039,GMU,FRONTIER MONTANA MUSEUM,4068463111, ,-112.73566,46.39066,1109 MAIN ST,DEER LODGE,MT,59722
8403000041,GMU,FOSSIL MUSEUM GLENDIVE,4063773228,HTTP://WWW.CREATIONTRUTH.ORG,-104.69292,47.12487,139 STATE ST,GLENDIVE,MT,59330
8403000042,GMU,FLYFISHING DISCOVERY CENTER,4062229369, ,-110.52367,45.57665,5237 US HIGHWAY 89 S,LIVINGSTON,MT,59047
8403000045,GMU,H. EARL CLACK MEMORIAL MUSEUM,4062654000, ,-109.68909,48.54852,PO BOX 1496,HAVRE,MT,59501
8403000049,GMU,ETHNOLOGICAL COLLECTIONS UNIVERSITY OF MONTANA, , ,-113.98787,46.86313,DEPARTMENT OF ANTHROPOLOGY SOCIAL SCIENCE BLDGE,MISSOULA,MT,59812
8403000056,GMU,CHARLES M BAIR FAMILY MUSEUM,4065723314,HTTP://WWW.BAIRFAMILYMUSEUM.ORG,-110.64103,46.42,2759 MT HIGHWAY 294,MARTINSDALE,MT,59053
8403000060,GMU,BUTTE-SILVER BOW ARTS FOUNDATION ARTS CHATEAU MUSEUM,4067237600, ,-112.54123,46.01352,321 WEST BROADWAY,BUTTE,MT,59701
8403000062,GMU,C. M. RUSSELL MUSEUM,4067278787,HTTPS://WWW.CMRUSSELL.ORG/,-111.28595,47.50996,400 13TH STREET NORTH,GREAT FALLS,MT,59401
8403000065,GMU,BELT MUSEUM,4062773574, ,-110.92692,47.38716,37 CASTNER ST,BELT,MT,59412
8403000066,GMU,HIGH PLAINS WOMENS MUSEUM,4062940250, ,-108.50661,45.78344,207 N 28TH STREET,BILLINGS,MT,59103
8403000072,GMU,FRANSHAM MCPHAIL MUSEUMS, , ,-111.0382,45.67285,604 S WILLSON AVE,BOZEMAN,MT,59715
8403000076,GMU,MISSOULA TRANSPORTATION & RESTORATION MUSEUM, , ,-114.0148,46.85167,PO BOX 1121,MISSOULA,MT,59806
8403000077,GMU,MONTANA MUSEUM OF WORK HISTORY,4067287020,HTTP://WWW.AXMEN.COM/,-114.08076,46.92362,7655 HY 10 W,MISSOULA,MT,59808
8403000084,GMU,MUSEUM OF THE PLAINS INDIAN,4063382787,HTTP://FMPLAINSINDIAN.ORG/,-113.01049,48.55633,PO BOX 950,BROWNING,MT,59417
8403000085,GMU,DANIELS COUNTY MUSEUM ASSOCIATION, , ,-105.50357,48.7811,PO BOX 689,SCOBEY,MT,59263
8403000087,GMU,MONDAK HERITAGE CENTER,4064333500,HTTP://MONDAKHERITAGECENTER.ORG/,-104.15476,47.71361,120 3RD AVE SE,SIDNEY,MT,59270
8403000111,GMU,CUT BANK WWII AIRMAN MEMORIAL,4068735377,HTTP://WWW.CUTBANKAIRPORT.ORG,-112.33575,48.63445,22 2ND ST SW,CUT BANK,MT,59427
8403000112,GMU,OLD TRAIL MUSEUM,4064665332,HTTP://WWW.OLDTRAILMUSEUM.ORG,-112.18874,47.81937,823 MAIN AVE N,CHOTEAU,MT,59422
8403000120,GMU,NORTHWESTERN NATIONAL MILITARY MUSEUM & FOUNDATION, , ,-107.61093,45.74512,RR 1 BOX 1245,HARDIN,MT,59034
8403000121,GMU,NORTHERN ROCKIES HERITAGE CENTER,4067283662,HTTP://WWW.NRHC.ORG,-114.05407,46.84294,3255 FORT MISSOULA ROAD,MISSOULA,MT,59806
8403000139,GMU,COMMUNITYWORKS,4064571800,HTTP://COMMUNITYWORKSINC.COM,-112.03622,46.59755,995 CAROUSEL WAY,HELENA,MT,59601
8403000143,GMU,JEFFERSON COUNTY MUSEUM,4105868501,HTTP://WWW.FRIENDSOFJPPM.ORG/CGI-SYS/SUSPENDEDPAGE.CGI,-111.95921,46.47876,27 MOUNTAIN VIEW RD,CLANCY,MT,59634
8403000145,GMU,MONTANA PRO RODEO HALL AND WALL OF FAME,4062566515,HTTP://WWW.MONTANAPRORODEO.ORG/,-108.50299,45.78249,PO BOX 930,BILLINGS,MT,59103
8403000180,GMU,FT PECK TRIBAL MUSEUM,4067682328, ,-105.19287,48.36844,PO BOX 1027,POPLAR,MT,59255
8403000181,GMU,FRONTIER GATEWAY MUSEUM ASSOCIATION,4063778168, ,-104.72642,47.10662,BELLE PRAIRIE FRONTAGE R,GLENDIVE,MT,59330
8403000200,GMU,CULBERTSON MUSEUM,4067876320, ,-104.42594,48.13202,PO BOX 95,CULBERTSON,MT,59218
8403000211,GMU,CLARKS FORK VALLEY MUSEUM,4066687650,HTTP://VISITMT.COM/LISTINGS/GENERAL/HOTEL-MOTEL/SUPER-8-MOTEL.HTML,-108.89485,45.39227,101 EAST RIVER ROAD,FROMMBERG,MT,59029
8403000223,GMU,MUSEUM ASSOCIATION OF MONTANA,4067283476,HTTP://WWW.MONTANAMUSEUMS.ORG,-114.08386,46.85935,BUILDING #322 - FORT MISSOULA,MISSOULA,MT,59068
8403000227,GMU,MONTANA LAW ENFORCEMENT MUSEUM,4067711180, ,-111.30349,47.50691,PO BOX 2603,GREAT FALLS,MT,59403
8403000228,GMU,JEFFERSON VALLEY MUSEUM,4062877813, ,-112.09854,45.86612,303 S DIVISION ST,WHITEHALL,MT,59759
8403000236,GMU,EMERSON CULTURAL CENTER,4065863970, ,-111.04077,45.67769,111 S GRAND AVE,BOZEMAN,MT,59715
8403000251,GMU,MUSEUM OF WOMENS HISTORY,4062482015, ,-108.50769,45.7836,2822 3RD AVENUE NORTH B-,BILLINGS,MT,59101
8403000272,GMU,MOUNTAIN MUSEUM,4068593901, ,-113.33415,46.26623,43 METESH LN,PHILIPSBURG,MT,59858
8403000281,GMU,MONTANA AGATE MUSEUM, ,HTTP://WWW.GODSPAINTINGSINSTONE.COM,-104.58274,47.52026,124 4TH AVE N,SAVAGE,MT,59262
8403000288,GMU,PIONEER CABIN,4064496848,HTTP://OLDMINERSDININGCLUB.COM,-112.0409,46.58708,212 S PARK AVE,HELENA,MT,59601
8403000298,GMU,WOLF POINT AREA MUSEUM,4066531912, ,-105.64424,48.09429,203 U S 2,WOLF POINT,MT,59201
8403100001,GMU,WILBER CZECH MUSEUM,4028212183, ,-96.96077,40.48143,102 W 3RD ST,WILBER,NE,68465
8403100007,GMU,SEVEN VALLEYS MUSEUM,3088362728, ,-99.93834,41.29096,78545 RD 427,CALLAWAY,NE,68825
8403100008,GMU,FRANKLIN COUNTY MUSEUM,3084253030, ,-98.94847,40.1034,1309 H ROAD,FRANKLIN,NE,68939
8403100009,GMU,SANTEE SIOUX TRIBE MUSEUM,4028572772,HTTP://SANTEEDAKOTA.ORG,-97.84396,42.83947,425 FRAZIER AVE N,NIOBRARA,NE,68760
8403100012,GMU,SCHLEICH RED WING POTTERY MUSEUM,4024896508, ,-96.66408,40.79037,3901 NORMAL BLVD,LINCOLN,NE,68506
8403100013,GMU,TEKAMAH MUSEUM ANNEX,4023741769, ,-96.21963,41.78098,322 N 12TH ST,TEKAMAH,NE,68061
8403100015,GMU,TRAILS AND RAILS MUSEUM,3082343041,HTTP://WWW.BCHS.US,-99.09182,40.68501,710 W 11TH ST,KEARNEY,NE,68845
8403100017,GMU,TRAILSIDE MUSEUM,3086652929,HTTP://WWW.TRAILSIDE.UNL.EDU,-103.40327,42.68254,3200 HIGHWAY 20,CRAWFORD,NE,69339
8403100019,GMU,PIONEER TRAILS MUSEUM,3082621117, ,-103.10199,41.66609,HIGHWAY 26,BRIDGEPORT,NE,69336
8403100022,GMU,NUCKOLLS COUNTY MUSEUM,4028793305,HTTP://WWW.NUCKOLLSCOUNTYMUSEUM.ORG/,-98.06801,40.02778,PO BOX 441,SUPERIOR,NE,68978
8403100025,GMU,PLAINVIEW KLOWN DOLL MUSEUM,4025824433,HTTP://WWW.KLOWNDOLLMUSEUM.COM,-97.79067,42.35149,306 W PARK AVE,PLAINVIEW,NE,68769
8403100030,GMU,PONCA TRIBE MUSEUM,4028573519, ,-98.07705,42.76943,2548 PARK AVE,NIOBRARA,NE,68760
8403100031,GMU,MUSEUM OF NEBRASKA HISTORY,4024714754,HTTP://WWW.NEBRASKAHISTORY.ORG,-96.69976,40.814,131 CENTENNIAL MALL N,LINCOLN,NE,68508
8403100034,GMU,MERIWETHER LEWIS FOUNDATION,4028254131,HTTP://WWW.READYHOSTING.COM/,-95.67697,40.39571,P O BOX 145,BROWNSVILLE,NE,68321
8403100035,GMU,MUSEUM-MAJOR LEAGUE BASEBALL,3087545558,HTTP://WWW.NEBRASKAMUSEUMS.ORG,-98.45695,41.21329,619 HOWARD AVE,SAINT PAUL,NE,68873
8403100036,GMU,MUSBACH MUSEUM,4026643085, ,-96.66571,41.66611,439 MAIN ST,SCRIBNER,NE,68057
8403100038,GMU,MARI SANDOZ ROOM,3084326401,HTTP://WWW.SANDOZCENTER.COM/INDEX.PHP,-102.20329,42.81382,1000 MAIN STREET,GORDON,NE,69343
8403100041,GMU,NEBRASKA STATE CAPITOL,4024716691,HTTP://CAPITOL.ORG/,-96.69971,40.80805,1445 K ST,LINCOLN,NE,68508
8403100042,GMU,MUSEUM OF AMERICAN SPEED,4023233166,HTTP://WWW.MUSEUMOFAMERICANSPEED.COM/DEFAULT.DLP,-96.76539,40.82157,599 OAK CREEK DR,LINCOLN,NE,68528
8403100043,GMU,NEBRASKA MASONIC FOUNDATION LIBRARY AND MUSEUM,2406108478,HTTP://WWW.GLNE.ORG/,-96.70666,40.82635,1240 N 10TH ST,LINCOLN,NE,68508
8403100045,GMU,JOHN G NEIHARDT CENTER,4026483388,HTTP://WWW.NEIHARDTCENTER.ORG,-96.60087,42.00931,PO BOX 344,BANCROFT,NE,68004
8403100047,GMU,LANCASTER COUNTY AMERICAN RED CROSS ARCHIVES,4024417997, ,-96.72305,40.82014,220 OAKCREEK DR,LINCOLN,NE,68501
8403100051,GMU,LLOYD HAROLD FOUNDATION,4028654000, ,-96.15957,40.10589,PO BOX 187,PAWNEE CITY,NE,68420
8403100054,GMU,LINCOLN FIRE DEPARTMENT, ,HTTP://WWW.LINCOLN.NE.GOV/CITY/FIRE/INDEX.HTM,-96.69528,40.81572,1801 Q STREET,LINCOLN,NE,68508
8403100055,GMU,JOHNSON COUNTY MUSEUM,4023353292, ,-96.19203,40.37105,3RD AND LINCOLN,TECUMSEH,NE,68450
8403100058,GMU,LOUIS E MAY MUSEUM,4027214515,HTTP://MAYMUSEUM.COM,-96.50197,41.44471,1643 N NYE AVE,FREMONT,NE,68025
8403100059,GMU,LEWIS MERIWETHER MUSEUM,4028253341, ,-95.71362,40.42188,64592 731 RD,BROWNVILLE,NE,68321
8403100060,GMU,FRANK H WOODS TELEPHONE MUSEUM,4024364640,HTTP://WWW.WOODSTELEPHONEPIONEERS.ORG,-96.69273,40.81119,2047 M ST,LINCOLN,NE,68510
8403100071,GMU,GREAT PLATTE RIVER ROAD ARCHWAY MONUMENT,3082371000,HTTP://ARCHWAY.ORG,-99.03037,40.67038,3060 E 1ST STREET,KEARNEY,NE,68847
8403100072,GMU,FORT KEARNEY MUSEUM,3082345200, ,-99.08226,40.6731,131 CENTRAL AVE,KEARNEY,NE,68847
8403100073,GMU,GRAND ARMY OF REPUBLIC MEMORIAL HALL, , ,-95.8565,40.67578,908 1ST CORSO,NEBRASKA CITY,NE,68410
8403100075,GMU,DOUBLE S TRADERS,4027218961, ,-96.50895,41.44045,1105 N MORRELL ST,FREMONT,NE,68025
8403100076,GMU,FAIRBURY CITY MUSEUM,4027293707,HTTP://WWW.FAIRBURYMUSEUM.ORG/,-97.1866,40.14327,1128 ELM STREET,FAIRBURY,NE,68352
8403100083,GMU,CULTURAL CENTER MUSEUM, ,HTTP://SPARKSMUSEUM.ORG/CULTURAL-CENTER/,-119.75379,39.53517,814 VICTORIAN AVE,SPARKS,NE,89431
8403100084,GMU,CODY PARK RAILROAD MUSEUM,3085356719,HTTP://WWW.WESTNEBRASKA.COM/2012/RAILROAD-MUSEUM-AT-CODY-PARK/,-100.76073,41.14783,1402 N JEFFERS ST,NORTH PLATTE,NE,69101
8403100087,GMU,ANNA PALMER MUSEUM,4023621844, ,-97.59076,40.868,211 E 7TH STREET,YORK,NE,38467
8403100088,GMU,BARBOUR COOK GEOLOGY MUSEUM,3084326377,HTTP://WWW.CSC.EDU/SCI/EBCMUSEUM/,-103.00193,42.82051,1000 MAIN ST,CHADRON,NE,69337
8403100091,GMU,BESS STREETER ALDRICH HOUSE & MUSEUM, ,HTTP://WWW.BESSSTREETERALDRICH.ORG,-96.29207,40.84405,204 EAST F STREET,ELMWOOD,NE,68349
8403100092,GMU,BENNE MEMORIAL MUSEUM,8009138478,HTTP://WWW.CRETEHERITAGE.ORG/,-96.96897,40.62524,800 W 13TH ST,CRETE,NE,68333
8403100096,GMU,NORTH OMAHA LOVES JAZZ CULTURAL ARTS AND HUMANITIES COMPLEX,4025025291, ,-95.94711,41.28166,2510 N 24TH ST,OMAHA,NE,68110
8403100099,GMU,HAYDON,4024755421, ,-96.71028,40.81663,335 N 8TH ST STE A,LINCOLN,NE,68508
8403100104,GMU,VIETNAM WAR NATIONAL MUSEUM,4022252351, ,-98.04995,40.20213,380 S MAPLE ST,NELSON,NE,68961
8403100106,GMU,DECATUR MUSEUM,4023495018, ,-96.25148,42.00651,400 W 8TH ST,DECATUR,NE,68020
8403100112,GMU,KREGEL WINDMILL MUSEUM COMPANY,4028731078, ,-95.86658,40.67063,PO BOX 46,NEBRASKA CIT,NE,68410
8403100129,GMU,JERRYS DREAM MUSEUM AND FOUNDATION, , ,-96.73321,40.28337,1702 N 16TH ST,BEATRICE,NE,68310
8403100139,GMU,NEBRASKA CITY MUSEUM ASSOCIATION,4028734262,HTTP://WWW.NEBRASKACITYMUSEUMS.ORG/,-95.88405,40.66963,917 WILDWOOD LN,NEBRASKA CITY,NE,68410
8403100145,GMU,LEWIS AND CLARK INTERPRETIVE CENTER,4028749900,HTTP://WWW.MRB-LEWISANDCLARKCENTER.ORG/,-95.86658,40.67063,100 VALMONT DR,NEBRASKA CITY,NE,68410
8403100165,GMU,WORLD FARMERS HALL OF FAME, , ,-96.15957,40.10589,653 G STREET,PAWNEE CITY,NE,68420
8403100171,GMU,OMAHA TRANSPORTATION AND TECHNICAL MUSEUM, , ,-96.00166,41.20622,5118 S 57TH ST,OMAHA,NE,68117
8403100175,GMU,KRUGER COLLECTION,4024723560,HTTP://KRUGERCOLLECTION.UNL.EDU,-96.71525,40.81652,133 ARCHITECTURE HALL,LINCOLN,NE,68588
8403100199,GMU,PUPPET THEATER MUSEUM, , ,-95.93047,41.25633,415 S 11TH ST,OMAHA,NE,68102
8403100214,GMU,NEBRASKA FIREFIGHTERS MUSEUM AND HALL OF FAME,3083383473,HTTP://WWW.NEBRASKAFIREFIGHTERSMUSEUM.ORG/,-99.05021,40.66883,2434 E 1ST STREET,KEARNEY,NE,68848
8403100216,GMU,LUX CENTER FOR THE ARTS,4024668692,HTTP://LUXCENTER.ORG/,-96.65396,40.83876,2601 N 48TH ST,LINCOLN,NE,68504
8403100239,GMU,CAMBRIDGE MUSEUM FOUNDATION,3086974385, ,-100.16982,40.28406,316 NELSON ST,CAMBRIDGE,NE,69022
8403100244,GMU,HERITAGE MUSEUM OF THURSTON COUNTY, , ,-96.73357,42.10536,500 IVAN STREET,PENDER,NE,68047
8403100245,GMU,BRADY MUSEUM,3085843259, ,-100.37878,41.02808,PO BOX 11,BRADY,NE,69123
8403100257,GMU,MUSEUM OF NEBRASKA AVIATION, , ,-99.03987,40.6963,RR 1 BOX 120,KEARNEY,NE,68847
8403100260,GMU,SUSAN LFLSCHE PCOTTE DR MUSEUM,4028465428, ,-96.48616,42.1497,PO BOX 395,WALTHILL,NE,68067
8403100262,GMU,MERRICK AUTO MUSEUM,3083849410, ,-98.46306,40.86341,PO BOX 188,ALDA,NE,68810
8403100265,GMU,SUNOL COMMUNITY CENTER, , ,-102.76312,41.15737,226 3RD ST,LODGEPOLE,NE,69149
8403100266,GMU,CONSTITUTIONAL HERITAGE INST, ,HTTP://NEPCHIPS.ORG/,-96.11161,41.26583,PO BOX 540787,OMAHA,NE,68154
8403100269,GMU,EL MUSEO LATINO,4027311137,HTTP://WWW.ELMUSEOLATINO.ORG,-95.94829,41.21143,4701 S 25TH ST,OMAHA,NE,68107
8403100277,GMU,BAYARDS CHIMNEY ROCK MUSEUM, , ,-103.32428,41.7537,302 MAIN STREET,BAYARD,NE,69334
8403100282,GMU,POLISH HERITAGE CENTER,3087382249,HTTP://WWW.POLISHHERITAGECENTER.COM/,-98.80329,41.25659,226 CARLTON AVENUE,ASHTON,NE,68817
8403100283,GMU,LINCOLN AREA MODEL RAILROAD CLUB, , ,-96.60285,40.85316,4100 N 84TH ST,LINCOLN,NE,68501
8403100286,GMU,NEBRASKA AUTO RACING HALL OF FAME,4024895171,HTTP://WWW.NARHOF.COM/,-96.61159,40.80447,821 DRIFTWOOD DR,LINCOLN,NE,68510
8403100293,GMU,AMPHIBIOUS SHIPS MUSEUM,4024510485, ,-95.96755,41.31863,3664 HUNTINGTON AVE,OMAHA,NE,68112
8403100306,GMU,WORLD WAR II LIBRARY MUSEUM,4029444238, ,-96.45897,40.96908,13102 N 228TH,GREENWOOD,NE,68366
8403100309,GMU,WESSELS LIVING HISTORY FARM,4023105014,HTTP://WWW.LIVINGHISTORYFARM.ORG/,-97.59637,40.84263,5520 SOUTH LINCOLN AVENUE,YORK,NE,68467
8403100310,GMU,WELSH HRITG CULTURE CENTRE,4024218192,HTTP://WWW.WELSHHERITAGE.ORG/,-96.66215,40.11975,307 S 7TH STREET,WYMORE,NE,68466
8403100336,GMU,GREAT PLAINS BLACK MUSEUM AND INTERPRETIVE CENTER,4022163852,HTTP://GPBLACKMUSEUM.ORG/,-95.95868,41.26008,105 N 31ST AVENUE #219,OMAHA,NE,68114
8403100338,GMU,NEMAHA VALLEY MUSEUM,4022742605,HTTP://NEMAHAVALLEYMUSEUM.ORG,-95.84411,40.38541,1423 19TH STREET,AUBURN,NE,68305
8403100345,GMU,SALLOWS MILITARY MUSEUM FOUNDATION, , ,-102.8845,42.10665,1335 SHERIDAN AVE,ALLIANCE,NE,69301
8403100348,GMU,NEBRASKA BLACK SPORTS HALL OF FAME,4022500383, ,-95.951,41.27808,2611 PATRICK AVE,OMAHA,NE,68111
8403100349,GMU,100TH MERIDIAN MUSEUM,3087841100, ,-99.98338,40.85963,206 E 8TH ST,COZAD,NE,69130
8403200001,GMU,WAY IT WAS MUSEUM,7758470766, ,-119.64866,39.31346,113 N STREET,VIRGINIA CITY,NV,89440
8403200002,GMU,WASHOE ARCHIVE AND CULTURAL RESOURCE CENTER,7758880936, ,-119.75822,39.11772,861 CRESCENT DR,CARSON CITY,NV,89701
8403200004,GMU,VIRGIN VALLEY HERITAGE MUSEUM,7023465705, ,-114.07985,36.80888,35 WEST MESQUITE BOULEVARD,MESQUITE,NV,89027
8403200005,GMU,WILBUR D. MAY MUSEUM,7757855961,HTTPS://WWW.WASHOECOUNTY.US/PARKS/MAYCENTERHOME/INDEX.PHP,-119.8214,39.54464,1595 N SIERRA ST,RENO,NV,89503
8403200006,GMU,STEWART INDIAN SCHOOL MUSEUM,7756878333,HTTP://STEWARTINDIANSCHOOL.COM/,-119.75191,39.11483,5366 SNYDER AVENUE,CARSON CITY,NV,89701
8403200008,GMU,SOUTHERN NEVADA MUSEUM OF FINE ART,7023822926,HTTP://WWW.SNMFA.COM,-115.14329,36.17002,450 FREMONT ST,LAS VEGAS,NV,89101
8403200010,GMU,PROPARK MUSEUM TOWER,7753222223, ,-119.81269,39.52115,100 W LIBERTY ST,RENO,NV,89501
8403200011,GMU,PAHRUMP VALLEY MUSEUM,7757511970,HTTP://PAHRUMPVALLEYMUSEUM.ORG/,-115.9495,36.11718,PO BOX 1510,PAHRUMP,NV,89041
8403200013,GMU,OUT OF THIS WORLD MUSEUM,7024571377, ,-115.1101,36.13433,3019 MCLEOD DR,LAS VEGAS,NV,89121
8403200014,GMU,MEMORABILIA MUSEUM,7027396668, ,-115.17297,36.09345,3950 LAS VEGAS BLVD S,LAS VEGAS,NV,89119
8403200015,GMU,NCO RAILROAD PURDYS MUSEUM,7759726530, ,-119.97452,39.68369,17890 FANTAIL CIR,RENO,NV,89508
8403200018,GMU,NEVADA STATE RAILROAD MUSEUM,7024865933, ,-114.85643,35.97255,600 YUCCA ST,BOULDER CITY,NV,89005
8403200020,GMU,NEVADA NORTHERN RAILWAY MUSEUM,7752892085,HTTP://WWW.NEVADAMUSEUMS.ORG/NMA/,-119.76125,39.15657,PO BOX 339,CARSON CITY,NV,89702
8403200021,GMU,NEVADA STATE MUSEUM,7024865205,HTTPS://WWW.FACEBOOK.COM/NSMLV,-115.19249,36.16933,309 S VALLEY VIEW BLVD,LAS VEGAS,NV,89703
8403200022,GMU,MAX'S DIECAST CAR MUSEUM,7022024688, ,-115.10086,36.08625,3315 E RUSSELL RD,LAS VEGAS,NV,89120
8403200023,GMU,RAILROAD MUSEUM NEVADA STATE,7756876953,HTTP://WWW.NEVADACULTURE.ORG,-119.76722,39.14744,2180 S CARSON ST,CARSON CITY,NV,89701
8403200024,GMU,MARK TWAIN MUSEUM,7758470525, ,-119.64866,39.31346,47 S C ST,VIRGINIA CITY,NV,89440
8403200027,GMU,LINCOLN COUNTY MUSEUM,7759625244, ,-114.40376,37.79042,69 MAIN ST,PIOCHE,NV,89043
8403200028,GMU,LOST CITY MUSEUM,7023972193, ,-114.44475,36.54115,721 S MOAPA VALLEY BLVD,OVERTON,NV,89040
8403200030,GMU,GUINNESS WORLD OF RECORDS MUSEUM,3234636433,HTTP://WWW.GUINNESSMUSEUMHOLLYWOOD.COM,-118.33755,34.10146,6764 HOLLYWOOD BLVD,LOS ANGELES,CA,89109
8403200031,GMU,GUGGENHEIM LAS VEGAS,7024142440, ,-115.1717,36.12168,3355 LAS VEGAS BLVD S,LAS VEGAS,NV,89109
8403200034,GMU,CENTRAL NEVADA MUSEUM,7754829676, ,-117.22767,38.06471,1900 LOGAN FIELD RD,TONOPAH,NV,89049
8403200035,GMU,EUREKA SENTINEL MUSEUM,7752375010, ,-116.00674,39.5693,10 N MONROE ST,EUREKA,NV,89316
8403200036,GMU,COMSTOCK FIREMEN'S MUSEUM,7758470717,HTTP://WWW.COMSTOCKFIREMUSEUM.COM/,-119.64866,39.31346,125 C STREET,VIRGINIA CITY,NV,89440
8403200037,GMU,EROTIC HERITAGE MUSEUM,7023696442, ,-115.17462,36.13007,3275 INDUSTRIAL RD,LAS VEGAS,NV,89109
8403200038,GMU,COMSTOCK WILD HORSE AND MINING,7758479453, ,-119.64866,39.31346,131 S C ST,VIRGINIA CITY,NV,89440
8403200040,GMU,CHURCHILL COUNTY MUSEUM,7024233677, ,-118.77774,39.46488,1050 S MAINE ST,FALLON,NV,89406
8403200043,GMU,CARSON VALLEY MUSEUM & CULTURAL CENTER,7757822555, ,-119.70274,38.91044,1477 OLD US HIGHWAY 395 SOUTH,GARDNERVILLE,NV,89410
8403200045,GMU,SILVER STATE NATIONAL PEACE OFFICERS MUSEUM,7758477800,HTTP://WWW.PEACEOFFICERSMUSEUM.ORG/,-119.7923,39.41987,26 SOUTH B STREET,VIRGINIA CITY,NV,89511
8403200057,GMU,NEVADA MUSEUM OF MILITARY HISTORY,7026828823,HTTP://WWW.NMOMH.ORG/,-115.10002,36.08618,3375 EAST RUSSELL ROAD,LAS VEGAS,NV,89444
8403200066,GMU,EDDIE MEYER MUSEUM, , ,-119.75498,39.56311,5655 HIGH ROCK WAY,SPARKS,NV,89431
8403200070,GMU,ROOS-N-MOOR,7024673585,HTTP://WWW.ROOSNMORE.ORG/,-114.59263,36.69111,PO BOX 727,MOAPA,NV,89025
8403200072,GMU,LAS VEGAS GOLF HALL OF FAME,7027341796,HTTP://LASVEGASGOLFHOF.COM/-HOME,-115.25784,36.0958,7614 SPANISH BAY DR,LAS VEGAS,NV,89113
8403200089,GMU,HAWTHORNE ORDNANCE MUSEUM,7759455400, ,-118.7165,38.60577, 925 E STREET,HAWTHORNE,NV,89415
8403200095,GMU,EXHIBIT 4 SMILES, , ,-115.23064,36.1767,6348 LAWTON AVE,LAS VEGAS,NV,89107
8403200104,GMU,OFF-ROAD MOTORSPORTS HALL OF FAME,7753339300,HTTP://WWW.AUTOMUSEUM.ORG,-119.80867,39.52593,10 S LAKE ST,RENO,NV,89501
8403200109,GMU,NEVADA DISCOVERY MUSEUM,7757861000,HTTP://WWW.NVDM.ORG,-119.80908,39.52183,490 S CENTER ST,RENO,NV,89501
8403200117,GMU,RENO AIR RACING FOUNDATION,7759726663,HTTP://AIRRACE.ORG/,-119.74647,39.49833,PO BOX 21433,RENO,NV,89515
8403200118,GMU,CHINESE WORKERS MUSEUM,7758826455, ,-119.76707,39.16576,318 N CARSON ST STE 208,CARSON CITY,NV,89701
8403200120,GMU,SPORTSMENS HERITAGE MUSEUM, , ,-119.77683,39.51438,1190 TERMINAL WAY,RENO,NV,89502
8403200122,GMU,WESTERN FOLKLIFE CENTER,7757387508,HTTP://WWW.WESTERNFOLKLIFE.ORG/,-115.76245,40.83218,501 RAILROAD STREET,ELKO,NV,89803
8403200127,GMU,CLARK COUNTY MUSEUM GUILD,7024557968, ,-114.94528,36.01035,1830 S BOULDER HWY,HENDERSON,NV,89002
8403200130,GMU,CHARLESTON HEIGHTS ART CENTER,7022296383, ,-115.21097,36.16231,800 BRUSH ST,LAS VEGAS,NV,89107
8403200135,GMU,VIRGINIA & TRUCKEE RAILROAD MUSEUM,7756876953,HTTP://WWW.NSRM-FRIENDS.ORG,-119.76125,39.15657,PO BOX 1330,CARSON CITY,NV,89702
8403200137,GMU,NEVADA AIR MUSEUM, , ,-119.85481,39.63256,PO BOX 60183,RENO,NV,89506
8403200142,GMU,BUCKAROO HALL OF FAME,7756235071,HTTP://WWW.BUCKAROOHALLOFFAME.COM/,-117.73498,40.9735,50 W WINNEMUCCA BLVD,WINNEMUCCA,NV,89445
8403200156,GMU,NEON MUSEUM,7023876366,HTTP://WWW.NEONMUSEUM.ORG,-115.13549,36.17674,770 LAS VEGAS BLVD N,LAS VEGAS,NV,89101
8403200160,GMU,METROPOLITAN POLICE MUSEUM, , ,-115.08911,36.07103,3901 E SUNSET,LAS VEGAS,NV,89101
